,id_student,highest_education,final_result,1752,1753,1754,1755,1756,1757,S1752,S1753,S1754,S1755,S1756,S1757,TSC,TDC,excellent,qualified,AS,EwC
311,2391984,A Level or Equivalent,2,1.0,1.0,1.0,1.0,0.0,0.0,75.0,74.0,75.0,68.0,0.0,0.0,818.0,188.0,0.0,0.0,0.0,0.0
312,2411661,A Level or Equivalent,4,1.0,1.0,1.0,1.0,1.0,0.0,55.0,57.0,40.0,42.0,40.0,0.0,574.0,125.0,0.0,0.0,0.0,0.0
313,2411778,HE Qualification,2,1.0,1.0,0.0,0.0,0.0,0.0,77.0,83.0,0.0,0.0,0.0,0.0,1497.0,239.0,0.0,0.0,0.0,0.0
314,2412002,Lower Than A Level,3,1.0,1.0,1.0,1.0,1.0,0.0,86.0,72.0,81.0,86.0,89.0,0.0,3344.0,976.0,1.0,0.0,0.0,0.0
315,2412967,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,80.0,77.0,80.0,72.0,79.0,0.0,2458.0,698.0,0.0,1.0,0.0,0.0
316,2429854,A Level or Equivalent,2,1.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,953.0,251.0,0.0,0.0,0.0,0.0
317,2437837,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,67.0,77.0,69.0,87.0,72.0,0.0,2684.0,676.0,0.0,1.0,0.0,0.0
318,2449878,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,66.0,60.0,57.0,55.0,65.0,0.0,622.0,261.0,0.0,1.0,0.0,0.0
319,2456480,Lower Than A Level,4,1.0,1.0,1.0,0.0,0.0,0.0,40.0,34.0,0.0,0.0,0.0,0.0,183.0,73.0,0.0,0.0,0.0,0.0
320,2457256,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,60.0,60.0,85.0,80.0,65.0,0.0,1611.0,425.0,0.0,1.0,0.0,0.0
321,2458355,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,88.0,86.0,95.0,92.0,92.0,0.0,4187.0,1148.0,1.0,1.0,0.0,0.0
322,2460080,HE Qualification,1,1.0,1.0,1.0,1.0,1.0,0.0,85.0,86.0,77.0,78.0,68.0,0.0,3424.0,696.0,0.0,1.0,0.0,0.0
323,2461190,HE Qualification,4,1.0,1.0,0.0,0.0,0.0,0.0,62.0,50.0,0.0,0.0,0.0,0.0,967.0,238.0,0.0,0.0,0.0,0.0
324,2469673,Lower Than A Level,4,0.0,1.0,1.0,1.0,1.0,0.0,0.0,51.0,52.0,30.0,45.0,0.0,523.0,165.0,0.0,0.0,0.0,0.0
325,2470694,HE Qualification,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,3115.0,1051.0,0.0,0.0,0.0,0.0
326,2479954,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,77.0,83.0,82.0,78.0,78.0,0.0,323.0,129.0,0.0,1.0,0.0,0.0
327,2481901,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,82.0,72.0,83.0,70.0,72.0,0.0,1949.0,498.0,0.0,1.0,0.0,0.0
328,2482700,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,63.0,50.0,52.0,48.0,65.0,0.0,1616.0,413.0,0.0,1.0,0.0,0.0
329,2486127,HE Qualification,1,1.0,1.0,1.0,1.0,1.0,0.0,70.0,67.0,76.0,77.0,78.0,0.0,1690.0,576.0,0.0,1.0,0.0,0.0
330,2498700,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,74.0,76.0,77.0,78.0,81.0,0.0,2864.0,852.0,0.0,1.0,0.0,0.0
331,2516503,HE Qualification,1,1.0,1.0,1.0,1.0,1.0,0.0,82.0,75.0,82.0,78.0,80.0,0.0,3070.0,1063.0,0.0,1.0,0.0,0.0
332,2518069,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,74.0,75.0,80.0,79.0,75.0,0.0,1617.0,447.0,0.0,1.0,0.0,0.0
333,2521459,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,63.0,50.0,54.0,67.0,70.0,0.0,1078.0,363.0,0.0,1.0,0.0,0.0
334,2523736,A Level or Equivalent,1,1.0,1.0,1.0,1.0,0.0,0.0,58.0,64.0,62.0,63.0,0.0,0.0,470.0,228.0,0.0,1.0,0.0,0.0
335,2529279,HE Qualification,1,1.0,1.0,1.0,1.0,1.0,0.0,71.0,80.0,75.0,85.0,79.0,0.0,1189.0,336.0,0.0,1.0,0.0,0.0
336,2532302,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,69.0,72.0,64.0,71.0,40.0,0.0,1216.0,358.0,0.0,1.0,0.0,0.0
337,2536991,HE Qualification,3,1.0,1.0,1.0,1.0,1.0,0.0,72.0,72.0,80.0,82.0,98.0,0.0,1080.0,392.0,1.0,0.0,0.0,0.0
338,2542724,Lower Than A Level,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,61.0,0.0,0.0,0.0,0.0
339,2550279,HE Qualification,1,1.0,1.0,1.0,1.0,1.0,0.0,62.0,59.0,62.0,66.0,64.0,0.0,2809.0,663.0,0.0,1.0,0.0,0.0
340,2551220,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,77.0,54.0,67.0,63.0,63.0,0.0,1327.0,503.0,0.0,1.0,0.0,0.0
341,2552472,HE Qualification,2,1.0,1.0,0.0,0.0,0.0,0.0,62.0,45.0,0.0,0.0,0.0,0.0,519.0,93.0,0.0,0.0,0.0,0.0
342,2555340,HE Qualification,1,1.0,1.0,1.0,1.0,1.0,0.0,94.0,75.0,70.0,84.0,80.0,0.0,4441.0,1038.0,1.0,1.0,0.0,0.0
343,2557283,HE Qualification,1,1.0,1.0,1.0,1.0,1.0,0.0,75.0,72.0,88.0,92.0,79.0,0.0,7262.0,1808.0,1.0,1.0,0.0,0.0
344,2559575,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,54.0,64.0,85.0,80.0,73.0,0.0,650.0,218.0,0.0,1.0,0.0,0.0
345,2562034,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,70.0,62.0,60.0,65.0,70.0,0.0,248.0,67.0,0.0,1.0,0.0,0.0
346,2566163,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,87.0,55.0,65.0,74.0,78.0,0.0,1591.0,416.0,0.0,1.0,0.0,0.0
347,2566592,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,86.0,57.0,60.0,70.0,86.0,0.0,1359.0,387.0,0.0,1.0,0.0,0.0
348,2569324,A Level or Equivalent,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,201.0,0.0,0.0,0.0,0.0
349,2574528,HE Qualification,1,1.0,1.0,1.0,1.0,1.0,0.0,63.0,72.0,78.0,82.0,82.0,0.0,988.0,396.0,0.0,1.0,0.0,0.0
350,2574583,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,66.0,71.0,75.0,65.0,77.0,0.0,1890.0,428.0,0.0,1.0,0.0,0.0
351,2576122,A Level or Equivalent,2,1.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,261.0,90.0,0.0,0.0,0.0,0.0
352,2578995,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,75.0,84.0,81.0,78.0,80.0,0.0,1326.0,477.0,0.0,1.0,0.0,0.0
353,2586560,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,75.0,65.0,84.0,77.0,67.0,0.0,2905.0,729.0,0.0,1.0,0.0,0.0
354,2594139,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,87.0,73.0,79.0,79.0,62.0,0.0,1868.0,302.0,0.0,1.0,0.0,0.0
355,2598871,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,66.0,66.0,78.0,73.0,80.0,0.0,2049.0,549.0,0.0,1.0,0.0,0.0
356,2599352,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,80.0,75.0,77.0,77.0,73.0,0.0,1160.0,328.0,0.0,1.0,0.0,0.0
357,2600688,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,64.0,72.0,72.0,77.0,65.0,0.0,582.0,146.0,0.0,1.0,0.0,0.0
358,2606098,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,70.0,70.0,71.0,68.0,78.0,0.0,491.0,198.0,0.0,1.0,0.0,0.0
359,2613116,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,68.0,70.0,85.0,84.0,84.0,0.0,1181.0,264.0,0.0,1.0,0.0,0.0
360,2617002,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,67.0,53.0,67.0,66.0,71.0,0.0,1473.0,423.0,0.0,1.0,0.0,0.0
361,2620584,A Level or Equivalent,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,29.0,0.0,0.0,0.0,0.0
362,2639449,A Level or Equivalent,1,1.0,1.0,1.0,0.0,1.0,0.0,67.0,68.0,49.0,0.0,40.0,0.0,797.0,303.0,0.0,1.0,0.0,0.0
363,2639540,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,76.0,78.0,80.0,82.0,81.0,0.0,1964.0,789.0,0.0,1.0,0.0,0.0
364,2639641,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,66.0,59.0,58.0,70.0,75.0,0.0,2042.0,628.0,0.0,1.0,0.0,0.0
365,2641155,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,78.0,81.0,79.0,80.0,78.0,0.0,4109.0,1329.0,0.0,1.0,0.0,0.0
366,2643002,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,49.0,64.0,59.0,59.0,25.0,0.0,2434.0,784.0,0.0,1.0,0.0,0.0
367,2645733,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,87.0,81.0,83.0,89.0,73.0,0.0,1596.0,543.0,1.0,1.0,0.0,0.0
368,2649826,Lower Than A Level,3,1.0,1.0,1.0,1.0,1.0,0.0,75.0,82.0,85.0,87.0,88.0,0.0,5974.0,1562.0,1.0,0.0,0.0,0.0
369,2650282,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,83.0,84.0,85.0,85.0,84.0,0.0,641.0,260.0,1.0,1.0,0.0,0.0
370,2664024,HE Qualification,1,1.0,1.0,1.0,1.0,1.0,0.0,48.0,58.0,64.0,68.0,78.0,0.0,808.0,288.0,0.0,1.0,0.0,0.0
371,2666246,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,76.0,76.0,74.0,76.0,78.0,0.0,612.0,231.0,0.0,1.0,0.0,0.0
372,2669816,A Level or Equivalent,4,1.0,1.0,1.0,1.0,1.0,0.0,67.0,68.0,66.0,50.0,35.0,0.0,280.0,137.0,0.0,0.0,0.0,0.0
373,2671132,HE Qualification,1,1.0,1.0,1.0,1.0,1.0,0.0,59.0,69.0,78.0,69.0,69.0,0.0,3720.0,683.0,0.0,1.0,0.0,0.0
374,2676809,HE Qualification,4,1.0,1.0,1.0,0.0,0.0,0.0,46.0,36.0,48.0,0.0,0.0,0.0,309.0,134.0,0.0,0.0,0.0,0.0
375,2678643,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,83.0,80.0,66.0,62.0,66.0,0.0,2287.0,582.0,0.0,1.0,0.0,0.0
376,2685865,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,74.0,77.0,83.0,82.0,77.0,0.0,2815.0,878.0,0.0,1.0,0.0,0.0
377,2688067,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,70.0,62.0,63.0,68.0,76.0,0.0,289.0,75.0,0.0,1.0,0.0,0.0
378,2689958,A Level or Equivalent,3,1.0,1.0,1.0,1.0,1.0,0.0,86.0,78.0,80.0,82.0,82.0,0.0,3929.0,1744.0,1.0,0.0,0.0,0.0
379,2691206,A Level or Equivalent,3,1.0,1.0,1.0,1.0,1.0,0.0,86.0,85.0,78.0,90.0,85.0,0.0,2297.0,825.0,1.0,0.0,0.0,0.0
380,2691244,A Level or Equivalent,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,57.0,60.0,54.0,62.0,0.0,472.0,224.0,0.0,1.0,0.0,0.0
381,2694424,A Level or Equivalent,1,1.0,1.0,1.0,1.0,1.0,0.0,89.0,74.0,80.0,94.0,60.0,0.0,4218.0,1255.0,0.0,1.0,0.0,0.0
382,2698257,Lower Than A Level,1,1.0,1.0,1.0,1.0,1.0,0.0,58.0,64.0,76.0,67.0,74.0,0.0,758.0,267.0,0.0,1.0,0.0,0.0
